MouseMGIID	MarkerSymbol	MarkerName	MouseSymbol	MouseName	MP_ID	MP_Term	AlleleAccID	HomologyClusterID	HumanNCBIorMGIID	HumanSymbol	HumanName
MGI:106565	Mtg2		Mtg2		MP:0011100		Mtg2<em1(IMPC)Bay>	50221137	HGNC:16239	MTG2	
MGI:1342005	Mthfd1		Mthfd1		MP:0001260,MP:0011100		Mthfd1<+>|Mthfd1<tm1.1Rzn>|Mthfd1<Gt(XB175)Byg>|Mthfd1<+>|Mthfd1<tm1.1Rzn>|Mthfd1<tm2b(KOMP)Wtsi>	50218283	HGNC:7432	MTHFD1	
MGI:1924836	Mthfd1l		Mthfd1l		MP:0008762		Mthfd1l<tm1b(EUCOMM)Wtsi>	50222304	HGNC:21055	MTHFD1L	
MGI:1338850	Mthfd2		Mthfd2		MP:0011100		Mthfd2<tm1b(EUCOMM)Wtsi>	50228765	HGNC:7434	MTHFD2	
MGI:1923616	Mtif3		Mtif3		MP:0011100		Mtif3<tm1b(EUCOMM)Wtsi>	50221612	HGNC:29788	MTIF3	
MGI:1924366	Mtmr2		Mtmr2		MP:0011101		Mtmr2<tm1.1Abol>	50230208	HGNC:7450	MTMR2	
MGI:1928394	Mtor		Mtor		MP:0008762,MP:0011100		Mtor<tm1.1Clyn>|Mtor<tm1a(EUCOMM)Wtsi>	50222429	HGNC:3942	MTOR	
MGI:1914690	Mtpap		Mtpap		MP:0011100		Mtpap<tm1.1(KOMP)Vlcg>	50228321	HGNC:25532	MTPAP	
MGI:1891037	Mtrr		Mtrr		MP:0011100		Mtrr<em1(IMPC)Bay>	50232510	HGNC:7473	MTRR	
MGI:2142572	Mtus1		Mtus1		MP:0001260		Mtus1<Gt(RRA048)Byg>	50220382	HGNC:29789	MTUS1	
MGI:1859652	Mtx2		Mtx2		MP:0011100		Mtx2<em1(IMPC)J>	50221160	HGNC:7506	MTX2	
MGI:2179327	Mvd		Mvd		MP:0011100		Mvd<em1(IMPC)J>	50224536	HGNC:7529	MVD	
MGI:107624	Mvk		Mvk		MP:0011100		Mvk<em1(IMPC)Tcp>	50229510	HGNC:7530	MVK	
MGI:106181	Mybbp1a		Mybbp1a		MP:0011100		Mybbp1a<tm1b(EUCOMM)Hmgu>	50218400	HGNC:7546	MYBBP1A	
MGI:101785	Mybl2		Mybl2		MP:0011100		Mybl2<tm1.1(KOMP)Vlcg>	50217772	HGNC:7548	MYBL2	
MGI:1336213	Mybpc1		Mybpc1		MP:0011100		Mybpc1<em1(IMPC)Bay>	50227982	HGNC:7549	MYBPC1	
MGI:97250	Myc		Myc		MP:0011100		Myc<em1(IMPC)Kmpc>	50219057	HGNC:7553	MYC	
MGI:2179432	Mycbp2		Mycbp2		MP:0011100		Mycbp2<em1(IMPC)Mbp>	50220189	HGNC:23386	MYCBP2	
MGI:108005	Myd88		Myd88		MP:0001260		Myd88<tm1a(EUCOMM)Wtsi>	50229528	HGNC:7562	MYD88	
MGI:104592	Myef2		Myef2		MP:0011100		Myef2<tm1b(EUCOMM)Wtsi>	50229958	HGNC:17940	MYEF2	
MGI:1930780	Myh10		Myh10		MP:0011100,MP:0011101		Myh10<em1(IMPC)J>|Myh10<tm2Rsad>	50224687	HGNC:7568	MYH10	
MGI:1339709	Myh3		Myh3		MP:0011101		Myh3<tm1.2Sajm>	50222401	HGNC:7573	MYH3	
MGI:1339712	Myh8		Myh8		MP:0011100		Myh8<em1(IMPC)Tcp>	50218202	HGNC:7578	MYH8	
MGI:107717	Myh9		Myh9		MP:0011100		Myh9<+>|Myh9<tm1.1Dash>	50220887	HGNC:7579	MYH9	
MGI:97272	Myl2		Myl2		MP:0011100		Myl2<tm1b(EUCOMM)Hmgu>	50224451	HGNC:7583	MYL2	
MGI:2667185	Myo18a		Myo18a		MP:0011100		Myo18a<tm1a(KOMP)Wtsi>|Myo18a<tm1b(KOMP)Wtsi>	50224542	HGNC:31104	MYO18A	
MGI:1921626	Myo18b		Myo18b		MP:0011100		Myo18b<em2(IMPC)Ics>	50235484	HGNC:18150	MYO18B	
MGI:107752	Myo1b		Myo1b		MP:0011100		Myo1b<em1(IMPC)J>	50224543	HGNC:7596	MYO1B	
MGI:106621	Myo1e		Myo1e		MP:0011101		Myo1e<Gt(ROSA)74Sor>	50224544	HGNC:7599	MYO1E	
MGI:1914674	Myo1h		Myo1h		MP:0011100		Myo1h<tm1b(KOMP)Wtsi>	50227139	HGNC:13879	MYO1H	
MGI:2684944	Myrf		Myrf		MP:0011100		Myrf<em1(IMPC)Bay>	50217850	HGNC:1181	MYRF	
MGI:1915255	Naa10		Naa10		MP:0011101		Naa10<tm1.1Yzhg>	50217458	HGNC:18704	NAA10	
MGI:1351613	Txnl4a		Txnl4a		MP:0011100		Txnl4a<em1(IMPC)Bay>	50229554	HGNC:28125	NAA11	
MGI:1915127	Naa20		Naa20		MP:0011100		Naa20<em1(IMPC)Bay>	50223792	HGNC:15908	NAA20	
MGI:2442563	Naa25		Naa25		MP:0011100		Naa25<em1(IMPC)Tcp>	50223649	HGNC:25783	NAA25	
MGI:1925939	Naa35		Naa35		MP:0011100		Naa35<em1(IMPC)J>	50220077	HGNC:24340	NAA35	
MGI:1925554	Naa38		Naa38		MP:0011100		Naa38<em1(IMPC)Ccpcz>	50222051	HGNC:28212	NAA38	
MGI:1919367	Naa50		Naa50		MP:0011100		Naa50<em1(IMPC)Mbp>	50224303	HGNC:29533	NAA50	
MGI:1917167	Nabp2		Nabp2		MP:0011100		Nabp2<tm1b(KOMP)Wtsi>	50226769	HGNC:28412	NABP2	
MGI:2183149	Nadk		Nadk		MP:0011100		Nadk<em2(IMPC)Bay>	50223314	HGNC:29831	NADK	
MGI:1915896	Nadk2		Nadk2		MP:0011100		Nadk2<em1(IMPC)J>|Nadk2<tm1b(EUCOMM)Wtsi>	50224561	HGNC:26404	NADK2	
MGI:2384561	Nae1		Nae1		MP:0011100		Nae1<tm1b(EUCOMM)Wtsi>	50217444	HGNC:621	NAE1	
MGI:2444306	Nalcn		Nalcn		MP:0011100		Nalcn<em1(IMPC)Mbp>	50229873	HGNC:19082	NALCN	
MGI:2142765	Nalf1		Nalf1		MP:0011100		Nalf1<em1(IMPC)H>	50220533	HGNC:33877	NALF1	
MGI:1929865	Nampt		Nampt		MP:0011100		Nampt<Gt(RRR084)Byg>|Nampt<tm1.1(KOMP)Vlcg>	50223455	HGNC:30092	NAMPT	
MGI:2149820	Nans		Nans		MP:0011100		Nans<em1(IMPC)Tcp>	50220972	HGNC:19237	NANS	
MGI:1855693	Nap1l1		Nap1l1		MP:0011101		Nap1l1<em1Jwji>	50218507	HGNC:7637	NAP1L1	
MGI:104563	Napa		Napa		MP:0011100		Napa<em1(IMPC)Ccpcz>	50217349	HGNC:7641	NAPA	
MGI:1917473	Nars1		Nars1		MP:0011100		Nars1<em1(IMPC)Bay>	50220891	HGNC:7643	NARS1	
MGI:2142075	Nars2		Nars2		MP:0011100		Nars2<em1(IMPC)J>	50230098	HGNC:26274	NARS2	
MGI:1913353	Naxd		Naxd		MP:0011100		Naxd<em1(IMPC)Bay>	50218032	HGNC:25576	NAXD	
MGI:1918419	Nbas		Nbas		MP:0011100		Nbas<tm1b(EUCOMM)Hmgu>	50226321	HGNC:15625	NBAS	
MGI:1347075	Nbea		Nbea		MP:0011100		Nbea<em1(IMPC)Bay>	50223535	HGNC:7648	NBEA	
MGI:1196326	Ncald		Ncald		MP:0011100		Ncald<tm1Rsha>	50224574	HGNC:7655	NCALD	
MGI:2142989	Ncapd3		Ncapd3		MP:0011100		Ncapd3<em1(IMPC)J>	50223033	HGNC:28952	NCAPD3	
MGI:1891840	Ncbp1		Ncbp1		MP:0011100		Ncbp1<em1(IMPC)J>	50235510	HGNC:7658	NCBP1	
MGI:1915342	Ncbp2		Ncbp2		MP:0011100		Ncbp2<em1(IMPC)J>	50218973	HGNC:7659	NCBP2	
MGI:1915342	Ncbp2		Ncbp2		MP:0011100		Ncbp2<em1(IMPC)J>	50218973	HGNC:31795	NCBP2L	
MGI:97286	Ncl		Ncl		MP:0011100		Ncl<em1Mfz>	50220360	HGNC:7667	NCL	
MGI:1926081	Ncln		Ncln		MP:0011100		Ncln<em1(IMPC)J>	50224221	HGNC:26923	NCLN	
MGI:1276535	Ncoa3		Ncoa3		MP:0001260		Ncoa3<tm1.1Bwo>	50225466	HGNC:7670	NCOA3	
MGI:2385165	Ncoa5		Ncoa5		MP:0011100		Ncoa5<tm1.1(KOMP)Mbp>	50231352	HGNC:15909	NCOA5	
MGI:1929915	Ncoa6		Ncoa6		MP:0011101		Ncoa6<tm1Hhs>|Ncoa6<+>	50222563	HGNC:15936	NCOA6	
MGI:1337080	Ncor2		Ncor2		MP:0011100		Ncor2<em1(IMPC)Mbp>	50222542	HGNC:7673	NCOR2	
MGI:1914302	Ndc80		Ndc80		MP:0011100		Ndc80<em1(IMPC)J>	50222833	HGNC:16909	NDC80	
MGI:1932915	Ndel1		Ndel1		MP:0011100		Ndel1<tm1b(KOMP)Wtsi>	50229142	HGNC:17620	NDEL1	
MGI:1352499	Ndrg3		Ndrg3		MP:0011100		Ndrg3<Gt(OST12106)Lex>|Ndrg3<em1(IMPC)Mbp>	50221175	HGNC:14462	NDRG3	
MGI:1914523	Ndufa10		Ndufa10		MP:0011100		Ndufa10<tm1e.1(EUCOMM)Hmgu>	50228772	HGNC:7684	NDUFA10	
MGI:1917125	Ndufa11		Ndufa11		MP:0011100		Ndufa11<em1(IMPC)Bay>	50231017	HGNC:20371	NDUFA11	
MGI:1914380	Ndufa6		Ndufa6		MP:0011100		Ndufa6<em1(IMPC)Bay>	50230805	HGNC:7690	NDUFA6	
MGI:1915625	Ndufa8		Ndufa8		MP:0011100		Ndufa8<tm1b(EUCOMM)Hmgu>	50231043	HGNC:7692	NDUFA8	
MGI:1913358	Ndufa9		Ndufa9		MP:0011100		Ndufa9<em1(IMPC)J>	50224591	HGNC:7693	NDUFA9	
MGI:1916737	Ndufaf5		Ndufaf5		MP:0011100		Ndufaf5<em1(IMPC)Bay>	50230401	HGNC:15899	NDUFAF5	
MGI:1924197	Ndufaf6		Ndufaf6		MP:0001260		Ndufaf6<+>|Ndufaf6<tm1a(EUCOMM)Wtsi>	50222536	HGNC:28625	NDUFAF6	
MGI:1913676	Ndufaf8		Ndufaf8		MP:0011100		Ndufaf8<em1(IMPC)Bay>	50221187	HGNC:33551	NDUFAF8	
MGI:1913745	Ndufb3		Ndufb3		MP:0011100		Ndufb3<em1(IMPC)Bay>	50227760	HGNC:7698	NDUFB3	
MGI:1913296	Ndufb5		Ndufb5		MP:0011100		Ndufb5<em1(IMPC)Bay>	50222872	HGNC:7700	NDUFB5	
MGI:1914514	Ndufb8		Ndufb8		MP:0011100		Ndufb8<tm1a(EUCOMM)Wtsi>	50224588	HGNC:7703	NDUFB8	
MGI:1913468	Ndufb9		Ndufb9		MP:0011100		Ndufb9<tm1b(EUCOMM)Hmgu>	50228680	HGNC:7704	NDUFB9	
MGI:2443241	Ndufs1		Ndufs1		MP:0011100		Ndufs1<tm1b(EUCOMM)Hmgu>	50228748	HGNC:7707	NDUFS1	
MGI:2385112	Ndufs2		Ndufs2		MP:0011100		Ndufs2<em1(IMPC)Tcp>	50235518	HGNC:7708	NDUFS2	
MGI:1890889	Ndufs5		Ndufs5		MP:0011100		Ndufs5<em1(IMPC)Bay>	50229751	HGNC:7712	NDUFS5	
MGI:107932	Ndufs6		Ndufs6		MP:0002080,MP:0011100		Ndufs6<em1(IMPC)Bay>	50229576	HGNC:7713	NDUFS6	
MGI:1922656	Ndufs7		Ndufs7		MP:0011100		Ndufs7<tm1b(EUCOMM)Hmgu>	50235519	HGNC:7714	NDUFS7	
MGI:2385079	Ndufs8		Ndufs8		MP:0011100		Ndufs8<em1(IMPC)J>	50224593	HGNC:7715	NDUFS8	
MGI:107851	Ndufv1		Ndufv1		MP:0011100		Ndufv1<tm1.1(KOMP)Vlcg>	50228902	HGNC:7716	NDUFV1	
MGI:1920150	Ndufv2		Ndufv2		MP:0011100		Ndufv2<em1(IMPC)Bay>	50231052	HGNC:7717	NDUFV2	
MGI:97292	Neb		Neb		MP:0011100		Neb<m2Anu>	50223382	HGNC:7720	NEB	
MGI:97293	Nedd1		Nedd1		MP:0011100		Nedd1<em1(IMPC)H>	50221025	HGNC:7723	NEDD1	
MGI:97297	Nedd4		Nedd4		MP:0011100		Nedd4<Gt(XA209)Byg>|Nedd4<Gt(XB398)Byg>|Nedd4<tm2b(EUCOMM)Hmgu>	50226690	HGNC:7727	NEDD4	
MGI:1890645	Nek7		Nek7		MP:0011100		Nek7<tm1Mot>|Nek7<tm1b(EUCOMM)Hmgu>	50229235	HGNC:13386	NEK7	
MGI:2387995	Nek9		Nek9		MP:0011100		Nek9<tm1a(EUCOMM)Wtsi>	50235527	HGNC:18591	NEK9	
MGI:1346098	Nelfa		Nelfa		MP:0011100		Nelfa<em1(IMPC)Tcp>	50221946	HGNC:12768	NELFA	
MGI:1926424	Nelfcd		Nelfcd		MP:0011100		Nelfcd<em1(IMPC)J>	50228192	HGNC:15934	NELFCD	
MGI:102744	Nelfe		Nelfe		MP:0011100		Nelfe<tm1a(EUCOMM)Wtsi>	50225272	HGNC:13974	NELFE	
MGI:2443902	Nell1		Nell1		MP:0011100,MP:0011101		Nell1<l7R6-1R>|Nell1<l7R6-1R>|Nell1<l7R6-8R>|Nell1<l7R6-2R>|Nell1<l7R6-3R>|Nell1<l7R6-4R>|Nell1<l7R6-1R>|Nell1<l7R6-5R>|Nell1<l7R6-1R>|Nell1<l7R6-7R>|Nell1<l7R6-1R>|Nell1<l7R6-8R>	50235528	HGNC:7750	NELL1	
MGI:1918305	Nemf		Nemf		MP:0011100		Nemf<em8Cx>|Nemf<tm1b(EUCOMM)Hmgu>	50235529	HGNC:10663	NEMF	
MGI:1344417	Neu2		Neu2		MP:0001260		Neu2<em1Kyp>	50235531	HGNC:7759	NEU2	
MGI:97306	Nf1		Nf1		MP:0001260,MP:0011100		Nf1<tm1a(KOMP)Wtsi>|Nf1<tm1a(KOMP)Wtsi>|Nf1<+>	50221716	HGNC:7765	NF1	
MGI:102469	Nfatc1		Nfatc1		MP:0011100		Nfatc1<em1(IMPC)Bay>	50226182	HGNC:7775	NFATC1	
MGI:103296	Nfatc3		Nfatc3		MP:0011100,MP:0011101		Nfatc3<tm1.1Grc>|Nfatc3<tm1Glm>|Nfatc3<tm1b(EUCOMM)Hmgu>	50223538	HGNC:7777	NFATC3	
MGI:1931595	Nfkbiz		Nfkbiz		MP:0011101		Nfkbiz<tm1Aki>|Nfkbiz<tm1Mamo>	50232180	HGNC:29805	NFKBIZ	
MGI:1916216	Ngdn		Ngdn		MP:0011100		Ngdn<tm1b(EUCOMM)Wtsi>	50231020	HGNC:20271	NGDN	
MGI:1913276	Ngly1		Ngly1		MP:0008762		Ngly1<em10Lutzy>|Ngly1<em9Lutzy>	50223313	HGNC:17646	NGLY1	
MGI:1933212	Ngrn		Ngrn		MP:0011100		Ngrn<tm1a(KOMP)Wtsi>	50226203	HGNC:18077	NGRN	
MGI:1349482	Nherf1		Nherf1		MP:0011101		Nherf1<tm1Ssl>	50218609	HGNC:11075	NHERF1	
MGI:1914116	Nhlrc2		Nhlrc2		MP:0011100		Nhlrc2<tm1a(KOMP)Wtsi>	50232430	HGNC:24731	NHLRC2	
MGI:1098547	Nhp2		Nhp2		MP:0011100		Nhp2<tm1a(KOMP)Wtsi>	50224698	HGNC:14377	NHP2	
MGI:1915199	Nifk		Nifk		MP:0011100		Nifk<em1(IMPC)Mbp>	50218135	HGNC:17838	NIFK	
MGI:105108	Nin		Nin		MP:0011101		Nin<tm1d(EUCOMM)Hmgu>	50226571	HGNC:14906	NIN	
MGI:1913414	Nip7		Nip7		MP:0008762		Nip7<m1Anu>	50229674	HGNC:24328	NIP7	
MGI:2143205	Nkapd1		Nkapd1		MP:0011100		Nkapd1<em1(IMPC)Mbp>	50230381	HGNC:25569	NKAPD1	
MGI:1201387	Nlk		Nlk		MP:0011100		Nlk<tm2b(KOMP)Wtsi>	50224671	HGNC:29858	NLK	
MGI:1861676	Nme6		Nme6		MP:0011100		Nme6<tm1.1(KOMP)Vlcg>	50222044	HGNC:20567	NME6	
MGI:2444155	Nmnat2		Nmnat2		MP:0011100		Nmnat2<em1(IMPC)Mbp>	50229225	HGNC:16789	NMNAT2	
MGI:102579	Nmt1		Nmt1		MP:0011101		Nmt1<+>|Nmt1<Gt(XE400)Byg>	50223281	HGNC:7857	NMT1	
MGI:2140843	Noc4l		Noc4l		MP:0011100		Noc4l<em1(IMPC)J>	50218427	HGNC:28461	NOC4L	
MGI:97359	Nodal		Nodal		MP:0011100,MP:0011101		Nodal<tm1b(EUCOMM)Wtsi>|Nodal<tm2Rob>|Nodal<tm4Rob>	50218956	HGNC:7865	NODAL	
MGI:104327	Nog		Nog		MP:0011100		Nog<em1(IMPC)Mbp>	50221323	HGNC:7866	NOG	
MGI:2684913	Nol10		Nol10		MP:0011100		Nol10<em1(IMPC)Bay>	50220326	HGNC:25862	NOL10	
MGI:1918180	Nol8		Nol8		MP:0011100		Nol8<tm1b(EUCOMM)Hmgu>	50225783	HGNC:23387	NOL8	
MGI:1921285	Nol9		Nol9		MP:0011100		Nol9<em1(IMPC)J>	50232123	HGNC:26265	NOL9	
MGI:1913431	Nop10		Nop10		MP:0011100		Nop10<tm1.1(KOMP)Vlcg>	50224699	HGNC:14378	NOP10	
MGI:97361	Nos2		Nos2		MP:0001260		Nos2<tm1Mrl>	50223980	HGNC:7873	NOS2	
MGI:97362	Nos3		Nos3		MP:0001260		Nos3<tm1Plh>	50235565	HGNC:7876	NOS3	
MGI:1913644	Nosip		Nosip		MP:0011100		Nosip<em1(IMPC)Tcp>	50228879	HGNC:17946	NOSIP	
MGI:97363	Notch1		Notch1		MP:0008762,MP:0011100		Notch1<tm1.1(cre/ERT2)Sat>|Notch1<tm1b(EUCOMM)Hmgu>	50219409	HGNC:7881	NOTCH1	
MGI:97364	Notch2		Notch2		MP:0008762,MP:0011101		Notch2<tm1.1(cre/ERT2)Sat>|Notch2<tm1Grid>	50224701	HGNC:7882	NOTCH2	
MGI:1351610	Npas3		Npas3		MP:0011100		Npas3<tm1b(KOMP)Wtsi>	50235569	HGNC:19311	NPAS3	
MGI:107605	Npat		Npat		MP:0011100		Npat<tm1b(EUCOMM)Wtsi>	50235570	HGNC:7896	NPAT	
MGI:2387153	Npb		Npb		MP:0001260		Npb<+>|Npb<tm1Ywa>|Npb<tm1Ywa>	50225399	HGNC:30099	NPB	
MGI:1097712	Npc1		Npc1		MP:0011101		Npc1<tm1Tacf>|Npc1<tm1Tacf>|Npc1<tm2Tacf>|Npc1<tm2Tacf>	50223761	HGNC:7897	NPC1	
MGI:2679787	Nploc4		Nploc4		MP:0011100		Nploc4<tm1a(EUCOMM)Wtsi>	50224712	HGNC:18261	NPLOC4	
MGI:104963	Npy1r		Npy1r		MP:0001260		Npy1r<tm1Mnak>	50227385	HGNC:7956	NPY1R	
MGI:108418	Npy2r		Npy2r		MP:0001260		Npy2r<tm1Pern>	50219902	HGNC:7957	NPY2R	
MGI:1352451	Nr2f1		Nr2f1		MP:0011100		Nr2f1<tm1.1(KOMP)Mbp>	50219117	HGNC:7975	NR2F1	
MGI:1352457	Nr4a3		Nr4a3		MP:0011101		Nr4a3<tm1Wnt>|Nr4a3<+>	50224700	HGNC:7982	NR4A3	
MGI:1346834	Nr5a2		Nr5a2		MP:0011101		Nr5a2<tm1Lex>|Nr5a2<+>	50221759	HGNC:7984	NR5A2	
MGI:1352459	Nr6a1		Nr6a1		MP:0011100		Nr6a1<tm1b(EUCOMM)Wtsi>	50222608	HGNC:7985	NR6A1	
MGI:97376	Nras		Nras		MP:0011100		Nras<tm1.1Emfu>|Nras<tm1b(EUCOMM)Hmgu>	50220206	HGNC:7989	NRAS	
MGI:2183436	Nrbp1		Nrbp1		MP:0011100		Nrbp1<tm3b(EUCOMM)Wtsi>	50226997	HGNC:7993	NRBP1	
MGI:2670969	Nrde2		Nrde2		MP:0011100		Nrde2<tm2a(KOMP)Wtsi>	50217856	HGNC:20186	NRDE2	
MGI:96083	Nrg1		Nrg1		MP:0011100		Nrg1<tm1Lex>	50229288	HGNC:7997	NRG1	
MGI:106206	Nrp1		Nrp1		MP:0011100		Nrp1<tm1b(EUCOMM)Hmgu>	50224706	HGNC:8004	NRP1	
MGI:1100492	Nrp2		Nrp2		MP:0011101		Nrp2<tm1.2Mom>	50223043	HGNC:8005	NRP2	
MGI:1913883	Nsa2		Nsa2		MP:0011100		Nsa2<em1(IMPC)Mbp>	50235586	HGNC:30728	NSA2	
MGI:1099438	Nsdhl		Nsdhl		MP:0002080		Nsdhl<Bpa-7H>	50229831	HGNC:13398	NSDHL	
MGI:104560	Nsf		Nsf		MP:0011100		Nsf<tm1b(KOMP)Mbp>	50224738	HGNC:8016	NSF	
MGI:2685830	Nsl1		Nsl1		MP:0011100		Nsl1<em1(IMPC)J>	50225936	HGNC:24548	NSL1	
MGI:1914961	Nsmce1		Nsmce1		MP:0011100		Nsmce1<em1(IMPC)Wtsi>	50231472	HGNC:29897	NSMCE1	
MGI:1915751	Nsmce2		Nsmce2		MP:0011100		Nsmce2<em1(IMPC)Bay>	50230601	HGNC:26513	NSMCE2	
MGI:2144305	Nsrp1		Nsrp1		MP:0011100		Nsrp1<em1(IMPC)Mbp>	50218723	HGNC:25305	NSRP1	
MGI:97383	Ntrk1		Ntrk1		MP:0011100		Ntrk1<tm1b(EUCOMM)Wtsi>	50228281	HGNC:8031	NTRK1	
MGI:97386	Ntsr1		Ntsr1		MP:0001260		Ntsr1<tm1Fer>	50227745	HGNC:8039	NTSR1	
MGI:1921387	Nuak2		Nuak2		MP:0001260		Nuak2<+>|Nuak2<tm1Esu>	50227891	HGNC:29558	NUAK2	
MGI:1347072	Nubp2		Nubp2		MP:0011100		Nubp2<tm1b(EUCOMM)Hmgu>	50229955	HGNC:8042	NUBP2	
MGI:1924076	Nubpl		Nubpl		MP:0011100		Nubpl<tm1b(KOMP)Wtsi>	50231443	HGNC:20278	NUBPL	
MGI:1934811	Nucks1		Nucks1		MP:0001260		Nucks1<tm1.2Vter>	50221616	HGNC:29923	NUCKS1	
MGI:1277103	Nudcd2		Nudcd2		MP:0002080,MP:0011100		Nudcd2<em1(IMPC)Bay>	50229342	HGNC:30535	NUDCD2	
MGI:2144158	Nudcd3		Nudcd3		MP:0011101		Nudcd3<em1(IMPC)Wtsi>	50231109	HGNC:22208	NUDCD3	
MGI:1915469	Nudt21		Nudt21		MP:0011100		Nudt21<em1(IMPC)Bay>	50219143	HGNC:13870	NUDT21	
MGI:1351474	Nufip1		Nufip1		MP:0011100		Nufip1<em1(IMPC)Mbp>	50221907	HGNC:8057	NUFIP1	
MGI:1915814	Nufip2		Nufip2		MP:0011100		Nufip2<em1(IMPC)J>	50235595	HGNC:17634	NUFIP2	
MGI:2442620	Nup133		Nup133		MP:0011100		Nup133<tm1b(EUCOMM)Wtsi>	50228570	HGNC:18016	NUP133	
MGI:2385621	Nup153		Nup153		MP:0011100		Nup153<em1(IMPC)J>	50221656	HGNC:8062	NUP153	
MGI:2181182	Nup155		Nup155		MP:0011100		Nup155<em1(IMPC)Mbp>	50230636	HGNC:8063	NUP155	
MGI:2141625	Nup205		Nup205		MP:0011100		Nup205<em1(IMPC)J>	50229739	HGNC:18658	NUP205	
MGI:1916732	Nup35		Nup35		MP:0011100,MP:0011101		Nup35<m1Apb>|Nup35<tm1b(EUCOMM)Wtsi>	50222215	HGNC:29797	NUP35	
MGI:1920460	Nup54		Nup54		MP:0011100		Nup54<em1(IMPC)Bay>	50229291	HGNC:17359	NUP54	
MGI:1351500	Nup62		Nup62		MP:0011100		Nup62<tm1b(KOMP)Wtsi>	50220697	HGNC:8066	NUP62	
MGI:3046173	Nup85		Nup85		MP:0011100		Nup85<tm1a(KOMP)Wtsi>	50224969	HGNC:8734	NUP85	
MGI:109404	Nup98		Nup98		MP:0011100		Nup98<em1(IMPC)Bay>	50223804	HGNC:8068	NUP98	
MGI:1915301	Nutf2		Nutf2		MP:0011100		Nutf2<tm1b(KOMP)Mbp>	50220831	HGNC:13722	NUTF2	
MGI:2442268	Nwd1		Nwd1		MP:0011101		Nwd1<em2.1Sisa>	50224559	HGNC:27619	NWD1	
MGI:109331	Nxn		Nxn		MP:0011100		Nxn<em1(IMPC)Bay>|Nxn<em1(IMPC)J>|Nxn<em1(IMPC)Mbp>|Nxn<tm1b(EUCOMM)Wtsi>	50224742	HGNC:18008	NXN	
MGI:97429	Oas1g		Oas1g		MP:0011100		Oas1g<tm1b(KOMP)Wtsi>	50235614	HGNC:8086	OAS1	
MGI:97454	Oca2		Oca2		MP:0001260,MP:0002080,MP:0011100		Oca2<p-12DTR>|Oca2<p-132G>|Oca2<p-30PUb>|Oca2<p-x>|Oca2<p-81H>|Oca2<p-82H>|Oca2<p-87H>|Oca2<p-96H>	50225014	HGNC:8101	OCA2	
MGI:97402	Odc1		Odc1		MP:0011100		Odc1<tm1b(EUCOMM)Hmgu>	50218976	HGNC:8109	ODC1	
MGI:1098267	Ogdh		Ogdh		MP:0011100		Ogdh<tm1e(KOMP)Wtsi>	50223453	HGNC:8124	OGDH	
MGI:1914309	Ola1		Ola1		MP:0011100		Ola1<em1(IMPC)Bay>	50221739	HGNC:28833	OLA1	
MGI:1355331	Olig2		Olig2		MP:0011100		Olig2<tm1Rth>	50229008	HGNC:9398	OLIG2	
MGI:1914263	Oma1		Oma1		MP:0001260		Oma1<tm1Otin>	50226790	HGNC:29661	OMA1	
MGI:1921393	Opa1		Opa1		MP:0011100		Opa1<em1(IMPC)Bay>	50222319	HGNC:8140	OPA1	
MGI:97441	Oprm1		Oprm1		MP:0001260		Oprm1<tm1Jep>	50229325	HGNC:8156	OPRM1	
MGI:1925542	Orai1		Orai1		MP:0011100,MP:0011101		Orai1<tm1Rao>|Orai1<tm1b(EUCOMM)Hmgu>	50223692	HGNC:25896	ORAI1	
MGI:1328337	Orc1		Orc1		MP:0011100		Orc1<tm1a(KOMP)Wtsi>|Orc1<tm1b(KOMP)Wtsi>	50224863	HGNC:8487	ORC1	
MGI:1328306	Orc2		Orc2		MP:0011100		Orc2<em1(IMPC)J>	50230061	HGNC:8488	ORC2	
MGI:1354944	Orc3		Orc3		MP:0011100		Orc3<tm1a(EUCOMM)Wtsi>	50221916	HGNC:8489	ORC3	
MGI:1929285	Orc6		Orc6		MP:0011100		Orc6<em1(IMPC)J>	50224865	HGNC:17151	ORC6	
MGI:97447	Osbp		Osbp		MP:0011100		Osbp<em1(IMPC)Tcp>	50225952	HGNC:8503	OSBP	
MGI:2146553	Osbpl11		Osbpl11		MP:0011100		Osbpl11<tm1b(EUCOMM)Hmgu>	50226914	HGNC:16397	OSBPL11	
MGI:1913496	Osgep		Osgep		MP:0011100		Osgep<em1(IMPC)Bay>	50222079	HGNC:18028	OSGEP	
MGI:99835	Otp		Otp		MP:0011100		Otp<M1H>|Otp<M1H>|Otp<tm1Asim>|Otp<tm1b(EUCOMM)Wtsi>	50218650	HGNC:8518	OTP	
MGI:2147616	Otub1		Otub1		MP:0011100		Otub1<tm1b(EUCOMM)Hmgu>	50220392	HGNC:23077	OTUB1	
MGI:2654703	Otud7b		Otud7b		MP:0011100		Otud7b<tm1b(EUCOMM)Wtsi>	50229309	HGNC:16683	OTUD7B	
MGI:3577015	Otulin		Otulin		MP:0011100		Otulin<em1(IMPC)Bay>	50220513	HGNC:25118	OTULIN	
MGI:1916339	Oxa1l		Oxa1l		MP:0011100		Oxa1l<em1(IMPC)Bay>	50230414	HGNC:8526	OXA1L	
