MouseMGIID	MarkerSymbol	MarkerName	MouseSymbol	MouseName	MP_ID	MP_Term	AlleleAccID	HomologyClusterID	HumanNCBIorMGIID	HumanSymbol	HumanName
MGI:97454	Oca2		Oca2		MP:0001922,MP:0001924		Oca2<p-6H>|Oca2<p-bs>	50225014	HGNC:8101	OCA2	
MGI:1098824	Odf2		Odf2		MP:0001922		Odf2<+>|Odf2<Gt(XL169)Byg>	50218855	HGNC:8114	ODF2	
MGI:2182079	Odf4		Odf4		MP:0001922		Odf4<em1Ktos>	50235627	HGNC:19056	ODF4	
MGI:1860437	Olfm1		Olfm1		MP:0001923		Olfm1<tm1.1Lex>	50225839	HGNC:17187	OLFM1	
MGI:97441	Oprm1		Oprm1		MP:0001922		Oprm1<tm1Lyu>	50229325	HGNC:8156	OPRM1	
MGI:3030568	Or4m1		Or4m1		MP:0001922		Or4m1<em1Tshu>	50219740	HGNC:14735	OR4M1	
MGI:3030568	Or4m1		Or4m1		MP:0001922		Or4m1<em1Tshu>	50219740	HGNC:15373	OR4M2	
MGI:3030568	Or4m1		Or4m1		MP:0001922		Or4m1<em1Tshu>	50219740	HGNC:55109	OR4M2B	
MGI:97448	Otc		Otc		MP:0001923		Otc<spf>|Otc<+>	50227180	HGNC:8512	OTC	
MGI:97451	Otx2		Otx2		MP:0001922		Otx2<tm1Pas>|Otx2<+>	50220252	HGNC:8522	OTX2	
MGI:1330290	Ovol1		Ovol1		MP:0001922,MP:0001923		Ovol1<tm1Efu>	50224887	HGNC:8525	OVOL1	
MGI:1921700	Pank2		Pank2		MP:0001923		Pank2<tm1Jgt>	50230304	HGNC:15894	PANK2	
MGI:97479	Pappa		Pappa		MP:0001923		Pappa<tm1Cac>	50224938	HGNC:8602	PAPPA	
MGI:2141505	Parp11		Parp11		MP:0001922		Parp11<tm1(KOMP)Vlcg>	50236085	HGNC:1186	PARP11	
MGI:1930790	Pate4		Pate4		MP:0001922		Pate4<tm1Osb>	50236089	HGNC:35427	PATE4	
MGI:1914828	Patl2		Patl2		MP:0001923		Patl2<tm1b(EUCOMM)Hmgu>	50225780	HGNC:33630	PATL2	
MGI:97490	Pax6		Pax6		MP:0001923		Pax6<+>|Pax6<Sey-H>	50218251	HGNC:8620	PAX6	
MGI:97503	Pcna		Pcna		MP:0001924		Pcna<tm1Jcbs>	50218162	HGNC:8729	PCNA	
MGI:97512	Pcsk2		Pcsk2		MP:0001923		Pcsk2<tm1Dfs>	50232358	HGNC:8744	PCSK2	
MGI:97514	Pcsk4		Pcsk4		MP:0001922,MP:0001923		Pcsk4<tm1Mbi>	50236119	HGNC:8746	PCSK4	
MGI:2147987	Pcyt1b		Pcyt1b		MP:0001922		Pcyt1b<tm1Mkar>	50224976	HGNC:8755	PCYT1B	
MGI:99555	Pde4d		Pde4d		MP:0001923		Pde4d<tm1Mct>	50227152	HGNC:8783	PDE4D	
MGI:97528	Pdgfb		Pdgfb		MP:0001923		Pdgfb<tm3.1Cbet>	50224986	HGNC:8800	PDGFB	
MGI:1098283	Per1		Per1		MP:0001923		Per1<tm1Brd>	50225002	HGNC:8845	PER1	
MGI:1195265	Per2		Per2		MP:0001923		Per2<tm1Brd>	50222105	HGNC:8846	PER2	
MGI:1321392	Pex7		Pex7		MP:0001924		Pex7<tm1Rjaw>	50229531	HGNC:8860	PEX7	
MGI:2178800	Pfn3		Pfn3		MP:0001922		Pfn3<em1Hsc>|Pfn3<em2Hsc>|Pfn3<em3Hsc>	50236140	HGNC:18627	PFN3	
MGI:2443342	Pgap1		Pgap1		MP:0001924		Pgap1<oto>	50227155	HGNC:25712	PGAP1	
MGI:97563	Pgk2		Pgk2		MP:0001922		Pgk2<tm1Dao>	50229075	HGNC:8898	PGK2	
MGI:2446217	Phf13		Phf13		MP:0001922		Phf13<Gt(XB691)Byg>	50232728	HGNC:22983	PHF13	
MGI:1934031	Pi4k2a		Pi4k2a		MP:0001923		Pi4k2a<Gt(AK0094)Wtsi>	50225031	HGNC:30031	PI4K2A	
MGI:1922019	Pik3cb		Pik3cb		MP:0001922		Pik3cb<tm1.1Ehi>	50221064	HGNC:8976	PIK3CB	
MGI:1346036	Pin1		Pin1		MP:0001922,MP:0001923		Pin1<tm1Tuc>	50231054	HGNC:8988	PIN1	
MGI:107929	Pip5k1a		Pip5k1a		MP:0001922		Pip5k1a<tm1.1Tba>	50223601	HGNC:8994	PIP5K1A	
MGI:107930	Pip5k1b		Pip5k1b		MP:0001922		Pip5k1b<tm1Tssk>	50225044	HGNC:8995	PIP5K1B	
MGI:3041167	Piwil4		Piwil4		MP:0001922		Piwil4<tm1Ghan>	50236169	HGNC:18444	PIWIL4	
MGI:97603	Pkd1		Pkd1		MP:0001924		Pkd1<tm1Hung>	50225053	HGNC:9008	PKD1	
MGI:2155808	Pkhd1		Pkhd1		MP:0001922		Pkhd1<tm2Ggg>	50236173	HGNC:9016	PKHD1	
MGI:2444945	Pla2g3		Pla2g3		MP:0001922		Pla2g3<tm1Murm>|Pla2g3<tm1Murm>|Pla2g3<+>	50225060	HGNC:17934	PLA2G3	
MGI:1195256	Pla2g4a		Pla2g4a		MP:0001923		Pla2g4a<tm1Jvb>	50219134	HGNC:9035	PLA2G4A	
MGI:1859152	Pla2g6		Pla2g6		MP:0001922		Pla2g6<tm1Tsu>|Pla2g6<tm1Turk>	50228909	HGNC:9039	PLA2G6	
MGI:1891916	Plag1		Plag1		MP:0001922		Plag1<tm1Wjmv>	50231973	HGNC:9045	PLAG1	
MGI:97613	Plcb1		Plcb1		MP:0001922,MP:0001923		Plcb1<Tg(LGB)56Mbal>	50225065	HGNC:15917	PLCB1	
MGI:2150308	Plcz1		Plcz1		MP:0001922		Plcz1<em1Jparr>|Plcz1<em2Jparr>	50236186	HGNC:19218	PLCZ1	
MGI:97620	Plg		Plg		MP:0001923		Plg<tm1Dco>|Plg<tm1Jld>	50228860	HGNC:9071	PLG	
MGI:103151	Pltp		Pltp		MP:0001922		Pltp<tm1Jia>	50229355	HGNC:9093	PLTP	
MGI:97631	Pmp22		Pmp22		MP:0001922		Pmp22<+>|Pmp22<Tr>|Pmp22<Tr-2J>|Pmp22<+>	50223040	HGNC:9118	PMP22	
MGI:1196389	Polg		Polg		MP:0001922,MP:0001923		Polg<tm1.1Lrsn>	50231974	HGNC:9179	POLG	
MGI:1915523	Pomgnt1		Pomgnt1		MP:0001923		Pomgnt1<Gt(OST179231)Lex>	50223812	HGNC:19139	POMGNT1	
MGI:97744	Por		Por		MP:0001923		Por<tm2Ding>	50220914	HGNC:9208	POR	
MGI:1890212	Porcn		Porcn		MP:0001924		Porcn<Gt(CSD256)Byg>	50225085	HGNC:17652	PORCN	
MGI:1926321	Postn		Postn		MP:0001923		Postn<tm1Sjc>	50220494	HGNC:16953	POSTN	
MGI:1920086	Pot1b		Pot1b		MP:0001922		Pot1b<tm1.1Schg>	50232552	HGNC:17284	POT1	
MGI:97588	Pou1f1		Pou1f1		MP:0001924		Pou1f1<dw>	50225047	HGNC:9210	POU1F1	
MGI:1922757	Pou5f2		Pou5f2		MP:0001922		Pou5f2<tm1Rsd>	50218199	HGNC:26367	POU5F2	
MGI:3525053	Ppp1r13l		Ppp1r13l		MP:0001922		Ppp1r13l<wa3-J>	50229850	HGNC:18838	PPP1R13L	
MGI:2384854	Prdm9		Prdm9		MP:0001923		Prdm9<em2Kpgn>	50230891	HGNC:9351	PRDM7	
MGI:2384854	Prdm9		Prdm9		MP:0001923		Prdm9<em2Kpgn>	50230891	HGNC:13994	PRDM9	
MGI:2145955	Prkaa1		Prkaa1		MP:0001923		Prkaa1<tm1Sbj>	50217367	HGNC:9376	PRKAA1	
MGI:104878	Prkar1a		Prkar1a		MP:0001922,MP:0001924		Prkar1a<tm1.1Lsk>|Prkar1a<+>|Prkar1a<tm1Gsm>|Prkar1a<+>	50223454	HGNC:9388	PRKAR1A	
MGI:97599	Prkce		Prkce		MP:0001923		Prkce<tm1Bsca>	50222168	HGNC:9401	PRKCE	
MGI:108174	Prkg1		Prkg1		MP:0001922		Prkg1<tm1Hfm>	50223945	HGNC:9414	PRKG1	
MGI:1344375	Prkra		Prkra		MP:0001924		Prkra<lear-3J>	50223819	HGNC:9438	PRKRA	
MGI:97763	Prlr		Prlr		MP:0001922		Prlr<tm1Cnp>	50226520	HGNC:9446	PRLR	
MGI:97765	Prm1		Prm1		MP:0001924		Prm1<+>|Prm1<tm1Eddy>	50236295	HGNC:9447	PRM1	
MGI:97766	Prm2		Prm2		MP:0001924		Prm2<tm1Eddy>|Prm2<+>	50236296	HGNC:9448	PRM2	
MGI:2447303	Prss50		Prss50		MP:0001922		Prss50<em1Cajj>	50232820	HGNC:17910	PRSS50	
MGI:1918243	Prss54		Prss54		MP:0001922		Prss54<tm1Zgwg>	50236336	HGNC:26336	PRSS54	
MGI:1918287	Prss55		Prss55		MP:0001922		Prss55<em1Huizh>|Prss55<em1Osb>	50236337	HGNC:30824	PRSS55	
MGI:2142116	Psip1		Psip1		MP:0001922		Psip1<Gt(betageo)1Hgs>	50221367	HGNC:9527	PSIP1	
MGI:1098610	Psmc3ip		Psmc3ip		MP:0001924		Psmc3ip<tm1Rdco>	50231253	HGNC:17928	PSMC3IP	
MGI:2143994	Psme4		Psme4		MP:0001922		Psme4<tm1Slek>|Psme4<tm1Tchi>	50226725	HGNC:20635	PSME4	
MGI:105373	Ptch1		Ptch1		MP:0001924		Ptch1<tm2Mps>	50217750	HGNC:9585	PTCH1	
MGI:97794	Ptger2		Ptger2		MP:0001923		Ptger2<tm1Brey>|Ptger2<tm1Sna>|Ptger2<tm2Bhk>	50220144	HGNC:9594	PTGER2	
MGI:97798	Ptgs2		Ptgs2		MP:0001923		Ptgs2<tm1.1Fun>|Ptgs2<tm1Jed>	50219120	HGNC:9605	PTGS2	
MGI:2152297	Pth2		Pth2		MP:0001924		Pth2<tm1Vlcg>	50228211	HGNC:30828	PTH2	
MGI:1277117	Ptp4a2		Ptp4a2		MP:0001922		Ptp4a2<Gt(AQ0673)Wtsi>	50221181	HGNC:9635	PTP4A2	
MGI:104574	Ptprj		Ptprj		MP:0001924		Ptprj<tm1.2Weis>	50219415	HGNC:9673	PTPRJ	
MGI:1353578	Pttg1		Pttg1		MP:0001923		Pttg1<tm1Sme>	50226391	HGNC:9690	PTTG1	
MGI:1353578	Pttg1		Pttg1		MP:0001923		Pttg1<tm1Sme>	50226391	HGNC:9691	PTTG2	
MGI:1353578	Pttg1		Pttg1		MP:0001923		Pttg1<tm1Sme>	50226391	HGNC:13422	PTTG3P	
MGI:104641	Ptx3		Ptx3		MP:0001923		Ptx3<tm1Mant>|Ptx3<tm1Zuk>	50220654	HGNC:9692	PTX3	
MGI:1931749	Pum1		Pum1		MP:0001922		Pum1<tm1.2Hfl>	50221116	HGNC:14957	PUM1	
MGI:97837	Qki		Qki		MP:0001922		Qki<qk-v>	50218307	HGNC:21100	QKI	
MGI:1890476	Rad18		Rad18		MP:0001922		Rad18<tm1Stat>	50230647	HGNC:18278	RAD18	
MGI:108016	Rad21		Rad21		MP:0001922		Rad21<tm1.1Kktk>	50225231	HGNC:9811	RAD21	
MGI:3652039	Rad21l		Rad21l		MP:0001923		Rad21l<tm1Amp>	50230227	HGNC:16271	RAD21L1	
MGI:105128	Rad23b		Rad23b		MP:0001923		Rad23b<tm1Gvh>	50222956	HGNC:9813	RAD23B	
MGI:109292	Rad50		Rad50		MP:0001923		Rad50<+>|Rad50<tm4.1Jpt>	50223395	HGNC:9816	RAD50	
MGI:2150020	Rad51c		Rad51c		MP:0001924		Rad51c<tm1.1Sks>|Rad51c<tm1Sks>	50220629	HGNC:9820	RAD51C	
MGI:2384761	Rapgef6		Rapgef6		MP:0001922		Rapgef6<tm1.1Tkat>	50228589	HGNC:20655	RAPGEF6	
MGI:97858	Rarg		Rarg		MP:0001922		Rarg<tm1Blt>	50220211	HGNC:9866	RARG	
MGI:3645057	Rbm46		Rbm46		MP:0001924		Rbm46<em1Rpc>	50221724	HGNC:28401	RBM46	
MGI:1929645	Rec8		Rec8		MP:0001924		Rec8<mei8>	50230017	HGNC:16879	REC8	
MGI:103022	Reln		Reln		MP:0001923,MP:0001924		Reln<rl>	50231691	HGNC:9957	RELN	
MGI:2384584	Rfwd3		Rfwd3		MP:0001922,MP:0001923		Rfwd3<tm1.1Dtch>	50232675	HGNC:25539	RFWD3	
MGI:1888517	Rhcg		Rhcg		MP:0001922		Rhcg<tm1Ibmm>	50219960	HGNC:18140	RHCG	
MGI:108053	Rit1		Rit1		MP:0001923		Rit1<+>|Rit1<tm1.1Tumg>	50226709	HGNC:10023	RIT1	
MGI:97931	Rln1		Rln1		MP:0001922		Rln1<tm1Wint>	50236459	HGNC:10026	RLN1	
MGI:97931	Rln1		Rln1		MP:0001922		Rln1<tm1Wint>	50236459	HGNC:10027	RLN2	
MGI:1934919	Rnf111		Rnf111		MP:0001923		Rnf111<+>|Rnf111<em1Fzh>|Rnf111<+>|Rnf111<em2Fzh>	50231640	HGNC:17384	RNF111	
MGI:2677436	Rnf133		Rnf133		MP:0001922		Rnf133<em1Zuk>	50225313	HGNC:21154	RNF133	
MGI:1929211	Rnf138		Rnf138		MP:0001922		Rnf138<tm1.1Lwan>	50236484	HGNC:17765	RNF138	
MGI:1917488	Rnf168		Rnf168		MP:0001922		Rnf168<Gt(156B6)Cmhd>|Rnf168<Gt(405F11)Cmhd>	50221871	HGNC:26661	RNF168	
MGI:1929069	Rnf8		Rnf8		MP:0001922		Rnf8<Gt(AS0574)Wtsi>	50221516	HGNC:10071	RNF8	
MGI:1923628	Ropn1		Ropn1		MP:0001922		Ropn1<Gt(OST21705)Lex>	50236502	HGNC:17692	ROPN1	
MGI:1923628	Ropn1		Ropn1		MP:0001922		Ropn1<Gt(OST21705)Lex>	50236502	HGNC:31927	ROPN1B	
MGI:1347521	Ror2		Ror2		MP:0001922		Ror2<tm1Anec>	50231989	HGNC:10257	ROR2	
MGI:104661	Rora		Rora		MP:0001923		Rora<sg>	50222559	HGNC:10258	RORA	
MGI:1915422	Rpl39l		Rpl39l		MP:0001922		Rpl39l<em1Hqi>	50220684	HGNC:17094	RPL39L	
MGI:1913731	Rps21		Rps21		MP:0001922		Rps21<em1Utr>|Rps21<+>	50230794	HGNC:10409	RPS21	
MGI:104557	Rps6ka3		Rps6ka3		MP:0001924		Rps6ka3<tm1Ljg>	50230278	HGNC:10432	RPS6KA3	
MGI:2183426	Rspo1		Rspo1		MP:0001923		Rspo1<tm1.1Ktom>	50218102	HGNC:21679	RSPO1	
MGI:1922667	Rspo2		Rspo2		MP:0001923		Rspo2<+>|Rspo2<tm1Nuv>|Rspo2<ftls>|Rspo2<+>	50225955	HGNC:28583	RSPO2	
MGI:2685450	Rtp1		Rtp1		MP:0001924		Rtp1<tm1.1Hmat>	50232314	HGNC:28580	RTP1	
MGI:2685451	Rtp2		Rtp2		MP:0001924		Rtp2<tm1Hmat>	50230621	HGNC:32486	RTP2	
MGI:2682211	Rxfp1		Rxfp1		MP:0001922,MP:0001923		Rxfp1<tm1Jgo>	50232523	HGNC:19718	RXFP1	
MGI:2146974	Safb		Safb		MP:0001923		Safb<tm1So>	50228775	HGNC:10520	SAFB	
MGI:98233	Sat1		Sat1		MP:0001923		Sat1<tm1Alh>	50225380	HGNC:10540	SAT1	
MGI:2443716	Scai		Scai		MP:0001922,MP:0001923		Scai<tm1b(EUCOMM)Hmgu>	50226086	HGNC:26709	SCAI	
MGI:1925976	Scaper		Scaper		MP:0001923		Scaper<tm1a(EUCOMM)Hmgu>	50231665	HGNC:13081	SCAPER	
MGI:1918395	Scara5		Scara5		MP:0001922		Scara5<tm1Ktry>	50226210	HGNC:28701	SCARA5	
MGI:98239|MGI:98240	Scd1|Scd2		Scd1|Scd2		MP:0001923		Scd1<ab>|Scd2<swty>	50225542|50225545	HGNC:10571	SCD	
MGI:2450915	Sec23ip		Sec23ip		MP:0001922		Sec23ip<tm1.1Katn>	50220396	HGNC:17018	SEC23IP	
MGI:894288	Selenop		Selenop		MP:0001922		Selenop<tm1Rfb>|Selenop<tm2Rfb>	50218499	HGNC:10751	SELENOP	
MGI:1858275	Semg1		Semg1		MP:0001922		Semg1<tm1Kemi>|Semg1<tm2Kemi>	50236588	HGNC:10742	SEMG1	
MGI:1858275	Semg1		Semg1		MP:0001922		Semg1<tm1Kemi>|Semg1<tm2Kemi>	50236588	HGNC:10743	SEMG2	
MGI:101780	Serpine2		Serpine2		MP:0001922		Serpine2<tm1Dmn>	50230681	HGNC:8951	SERPINE2	
MGI:2443480	Setx		Setx		MP:0001923		Setx<tm1.1Mfl>	50229245	HGNC:445	SETX	
MGI:892010	Sfrp4		Sfrp4		MP:0001923		Sfrp4<tm1.1Blan>	50236609	HGNC:10778	SFRP4	
MGI:2444110	Sgms1		Sgms1		MP:0001922		Sgms1<Gt(E201D11)Wrst>	50225615	HGNC:29799	SGMS1	
MGI:1201407	Sh2b1		Sh2b1		MP:0001922,MP:0001923		Sh2b1<tm1Ayos>	50230287	HGNC:30417	SH2B1	
MGI:2442062	Sh3pxd2b		Sh3pxd2b		MP:0001924		Sh3pxd2b<nee>|Sh3pxd2b<tm1.1Arte>	50223879	HGNC:29242	SH3PXD2B	
MGI:1913331	Sharpin		Sharpin		MP:0001922		Sharpin<cpdm>	50227886	HGNC:25321	SHARPIN	
MGI:1919086	Shcbp1l		Shcbp1l		MP:0001922		Shcbp1l<tm1a(KOMP)Wtsi>	50236624	HGNC:16788	SHCBP1L	
MGI:108064	Siah1a		Siah1a		MP:0001923		Siah1a<tm1Ddlb>	50223041	HGNC:10857	SIAH1	
MGI:2135607	Sirt1		Sirt1		MP:0001922,MP:0001923		Sirt1<tm1Mcby>|Sirt1<tm3.1Mcby>	50223760	HGNC:14929	SIRT1	
MGI:1354161	Sirt6		Sirt6		MP:0001923		Sirt6<tm2.1Cxd>|Sirt6<tm2.2Cxd>	50231250	HGNC:14934	SIRT6	
MGI:1341840	Six6		Six6		MP:0001922,MP:0001923		Six6<tm1Rsd>	50227296	HGNC:10892	SIX6	
MGI:1345279	Slc11a2		Slc11a2		MP:0001923		Slc11a2<mk>	50218363	HGNC:10908	SLC11A2	
MGI:101924	Slc12a2		Slc12a2		MP:0001923		Slc12a2<tm1Bhk>|Slc12a2<tm2Bhk>	50224206	HGNC:10911	SLC12A2	
MGI:2135960	Slc12a6		Slc12a6		MP:0001924		Slc12a6<tm1.1Garo>|Slc12a6<tm1Dlp>	50225692	HGNC:10914	SLC12A6	
MGI:1859937	Slc13a1		Slc13a1		MP:0001923		Slc13a1<tm1Mark>	50225391	HGNC:10916	SLC13A1	
MGI:2685974	Slc22a14		Slc22a14		MP:0001922		Slc22a14<em1Fjw>	50224867	HGNC:8495	SLC22A14	
MGI:2180509	Slc25a28		Slc25a28		MP:0001922		Slc25a28<tm1.2Dwrd>	50224389	HGNC:23472	SLC25A28	
MGI:1345281	Slc30a1		Slc30a1		MP:0001923		Slc30a1<+>|Slc30a1<tm1Gka>	50227967	HGNC:11012	SLC30A1	
MGI:2443301	Slc35c1		Slc35c1		MP:0001922,MP:0001923		Slc35c1<tm1Cknr>	50221163	HGNC:20197	SLC35C1	
MGI:2153040	Slc45a2		Slc45a2		MP:0001924		Slc45a2<uw-bls>	50217290	HGNC:16472	SLC45A2	
MGI:98488	Slc6a6		Slc6a6		MP:0001923		Slc6a6<tm1Dhau>	50221335	HGNC:11052	SLC6A6	
MGI:1337120	Slc7a7		Slc7a7		MP:0001923		Slc7a7<Gt(OST41878)Lex>	50228393	HGNC:11065	SLC7A7	
MGI:1916394	Slirp		Slirp		MP:0001922		Slirp<tm1.2Pjle>	50225421	HGNC:20495	SLIRP	
MGI:106299	Slx4		Slx4		MP:0001922,MP:0001923		Slx4<tm1a(EUCOMM)Wtsi>	50217816	HGNC:23845	SLX4	
MGI:1201674	Smad3		Smad3		MP:0001923		Smad3<tm1Cxd>	50224284	HGNC:6769	SMAD3	
MGI:99603	Smarca2		Smarca2		MP:0001924		Smarca2<tm1Mya>	50228622	HGNC:11098	SMARCA2	
MGI:95453	Smarcad1		Smarcad1		MP:0001922,MP:0001923		Smarcad1<tm1Gos>	50227635	HGNC:18398	SMARCAD1	
MGI:2154049	Smc1b		Smc1b		MP:0001924		Smc1b<tm1Jess>	50231520	HGNC:11112	SMC1B	
MGI:109490	Sms		Sms		MP:0001922		Sms<tm1a(EUCOMM)Wtsi>	50231236	HGNC:11123	SMS	
MGI:1354727	Smtn		Smtn		MP:0001924		Smtn<tm1Gve>	50226196	HGNC:11126	SMTN	
MGI:1096393	Snai2		Snai2		MP:0001922		Snai2<tm2Grid>	50218155	HGNC:11094	SNAI2	
MGI:98331	Snap25		Snap25		MP:0001924		Snap25<tm2Mcw>	50220205	HGNC:11132	SNAP25	
MGI:98351	Sod1		Sod1		MP:0001923		Sod1<tm1Leb>|Sod1<tm1Ysh>	50219269	HGNC:11179	SOD1	
MGI:107543	Sox17		Sox17		MP:0001923		Sox17<+>|Sox17<SHIVA>	50232933	HGNC:18122	SOX17	
MGI:98364	Sox2		Sox2		MP:0001922		Sox2<tm1Rlb>|Sox2<+>	50218222	HGNC:11195	SOX2	
MGI:98365	Sox3		Sox3		MP:0001923		Sox3<tm1.1Lja>	50223026	HGNC:11199	SOX3	
MGI:98370	Sox8		Sox8		MP:0001922		Sox8<tm1Mkob>	50228006	HGNC:11203	SOX8	
MGI:107595	Sp4		Sp4		MP:0001923		Sp4<tm1Sus>	50231723	HGNC:11209	SP4	
MGI:1916613	Spaca4		Spaca4		MP:0001922		Spaca4<em2Pauli>|Spaca4<em1Pauli>	50236786	HGNC:16441	SPACA4	
MGI:1354388	Spag6l		Spag6l		MP:0001923		Spag6l<tm1Jfs>	50231269	HGNC:11215	SPAG6	
MGI:1918084	Spag9		Spag9		MP:0001922		Spag9<tm1Ysok>	50228008	HGNC:14524	SPAG9	
MGI:1858896	Spast		Spast		MP:0001924		Spast<tm1.1Jme>	50228019	HGNC:11233	SPAST	
MGI:2146885	Spata2		Spata2		MP:0001922		Spata2<em1Jliu>	50230418	HGNC:14681	SPATA2	
MGI:2685728	Spata22		Spata22		MP:0001924		Spata22<tm1a(KOMP)Wtsi>|Spata22<tm1a(KOMP)Wtsi>|Spata22<repro42>	50236795	HGNC:30705	SPATA22	
MGI:2444920	Spata33		Spata33		MP:0001922		Spata33<em1Osb>	50236813	HGNC:26463	SPATA33	
MGI:1924175	Spata46		Spata46		MP:0001922		Spata46<tm1Itl>	50236814	HGNC:27648	SPATA46	
MGI:1923823	Spatc1l		Spatc1l		MP:0001922		Spatc1l<+>|Spatc1l<em1Choc>	50236817	HGNC:1298	SPATC1L	
MGI:1918141	Spdya		Spdya		MP:0001924		Spdya<tm1.1Klad>	50229444	HGNC:30613	SPDYA	
MGI:1917232	Spink2		Spink2		MP:0001922		Spink2<Gt(327A6)Cmhd>	50227212	HGNC:11245	SPINK2	
MGI:98385	Spta1		Spta1		MP:0001923,MP:0001924		Spta1<ihj>|Spta1<sph-ha>|Spta1<sph>	50236871	HGNC:11272	SPTA1	
MGI:98387	Sptb		Sptb		MP:0001924		Sptb<ja>	50217815	HGNC:11274	SPTB	
MGI:2444061	Ss18l1		Ss18l1		MP:0001924		Ss18l1<tm1Ghsh>	50236879	HGNC:15592	SS18L1	
MGI:98241	Stmn2		Stmn2		MP:0001924		Stmn2<em1Jmi>	50225552	HGNC:10577	STMN2	
MGI:1919399	Strada		Strada		MP:0001923		Strada<+>|Strada<em1Pbcr>	50222274	HGNC:30172	STRADA	
MGI:104626	Strbp		Strbp		MP:0001922		Strbp<Gt(pGT1.8geo)8Pgr>	50225416	HGNC:16462	STRBP	
MGI:1919293	Sulf2		Sulf2		MP:0001922,MP:0001923		Sulf2<Gt(XST155)Byg>	50227841	HGNC:20392	SULF2	
MGI:98431	Sult1e1		Sult1e1		MP:0001923		Sult1e1<tm1Song>	50221125	HGNC:11377	SULT1E1	
MGI:1921325	Syce1		Syce1		MP:0001924		Syce1<em1Rrca>	50232633	HGNC:28852	SYCE1	
MGI:1933281	Sycp2		Sycp2		MP:0001923		Sycp2<tm1Jw>	50224026	HGNC:11490	SYCP2	
MGI:2685114	Sycp2l		Sycp2l		MP:0001923		Sycp2l<tm1Jw>	50232795	HGNC:21537	SYCP2L	
MGI:109542|MGI:2685619	Gm773|Sycp3		Gm773|Sycp3		MP:0001922,MP:0001923		Gm773<em1Smtb>|Sycp3<tm1Hoog>	50228091|50228117	HGNC:18130	SYCP3	
MGI:108081	Sypl1		Sypl1		MP:0001922		Sypl1<tm1b(KOMP)Wtsi>	50221306	HGNC:11507	SYPL1	
MGI:99666	Syt2		Syt2		MP:0001924		Syt2<m1Ingm>	50226413	HGNC:11510	SYT2	
MGI:98476	Tac2		Tac2		MP:0001923		Tac2<tm1Tigm>	50224664	HGNC:11521	TAC3	
MGI:892968	Tacr3		Tacr3		MP:0001923		Tacr3<tm1Jasi>	50226338	HGNC:11528	TACR3	
MGI:1921719	Taf7l		Taf7l		MP:0001922		Taf7l<tm1.1Jw>	50218952	HGNC:11548	TAF7L	
MGI:1274789	Taldo1		Taldo1		MP:0001922		Taldo1<tm1Perl>|Taldo1<+>	50228964	HGNC:11559	TALDO1	
MGI:98495	Tbx3		Tbx3		MP:0001922,MP:0001923		Tbx3<+>|Tbx3<tm1.1Moon>	50228166	HGNC:11602	TBX3	
MGI:102539	Tbx6		Tbx6		MP:0001923		Tbx6<rv>	50218131	HGNC:11605	TBX6	
MGI:98472	T		T		MP:0001922		T<31H>|T<+>|T<33H>|T<+>|T<36H>|T<+>	50217783	HGNC:11515	TBXT	
MGI:1934960	Tcf23		Tcf23		MP:0001923		Tcf23<em1Hoi>	50224546	HGNC:18602	TCF23	
MGI:2672878	Tcfl5		Tcfl5		MP:0001922		Tcfl5<tm1.1Frem>|Tcfl5<+>	50236991	HGNC:11646	TCFL5	
MGI:1097166	Tcl1		Tcl1		MP:0001923		Tcl1<tm1Rso>	50236994	HGNC:11648	TCL1A	
MGI:1919090	Tekt4		Tekt4		MP:0001922		Tekt4<tm1Zuk>	50230391	HGNC:31012	TEKT4	
MGI:2670964	Tent5a		Tent5a		MP:0001922		Tent5a<em1Adki>	50220587	HGNC:18345	TENT5A	
MGI:2140500	Tent5b		Tent5b		MP:0001923		Tent5b<em3Adki>|Tent5b<+>	50218652	HGNC:28273	TENT5B	
MGI:1916699	Teshl		Teshl		MP:0001922		Teshl<em1Choc>	50237018	HGNC:52740	TESHL	
MGI:1920929	Tex19.1		Tex19.1		MP:0001922,MP:0001923		Tex19.1<tm1.2Ics>|Tex19.1<tm1Hjc>	50237029	HGNC:33802	TEX19	
MGI:1919113	Tex44		Tex44		MP:0001922		Tex44<em1Sbbx>	50237036	HGNC:28563	TEX44	
MGI:98725	Tgfb1		Tgfb1		MP:0001924		Tgfb1<tm1(Tgfb3)Kul>	50217284	HGNC:11766	TGFB1	
MGI:1194497	Tgif1		Tgif1		MP:0001923		Tgif1<tm1.1Caw>	50220327	HGNC:11776	TGIF1	
MGI:98742	Thra		Thra		MP:0001922,MP:0001923		Thra<tm1Syc>|Thra<+>|Thra<tm2Ven>	50218864	HGNC:11796	THRA	
MGI:104735	Gt(ROSA)26Sor		Gt(ROSA)26Sor		MP:0001923		Gt(ROSA)26Sor<tm2(CAG-Dsred2/EGFP)Luo>	50237067	HGNC:44478	THUMPD3-AS1	
MGI:98752	Timp1		Timp1		MP:0001923		Timp1<tm1Pds>	50237075	HGNC:11820	TIMP1	
MGI:2137617	Tinagl1		Tinagl1		MP:0001923		Tinagl1<tm1.1Maru>	50224160	HGNC:19168	TINAGL1	
